879,270,1,0,1,128
879,270,1,1,1,142
879,270,1,2,1,130
879,270,1,3,1,118
879,270,1,0,1,129
879,270,1,1,1,142
879,270,1,2,1,130
879,270,1,3,1,117
879,270,1,0,1,130
879,270,1,1,1,142
879,270,1,2,1,131
879,270,1,3,1,121
877,190,1,0,1,89
877,190,1,1,1,99
877,190,1,2,1,78
877,190,1,3,1,108
877,190,1,0,1,0
877,190,1,1,1,97
877,190,1,2,1,0
877,190,1,3,1,108
877,190,1,0,1,94
877,190,1,1,1,97
877,190,1,2,1,80
877,190,1,3,1,108
703,232,1,0,1,0
703,232,1,1,1,122
703,232,1,2,1,0
703,232,1,3,1,105
703,232,1,0,1,0
703,232,1,1,1,0
703,232,1,2,1,112
703,232,1,3,1,105
703,232,1,0,1,104
703,232,1,1,1,0
703,232,1,2,1,0
703,232,1,3,1,0
572,260,1,0,1,100
572,260,1,1,1,96
572,260,1,2,1,90
572,260,1,3,1,84
572,260,1,0,1,100
572,260,1,1,1,95
572,260,1,2,1,91
572,260,1,3,1,83
572,260,1,0,1,100
572,260,1,1,1,96
572,260,1,2,1,91
572,260,1,3,1,84
601,224,1,0,1,94
601,224,1,1,1,0
601,224,1,2,1,99
601,224,1,3,1,0
601,224,1,0,1,91
601,224,1,1,1,0
601,224,1,2,1,102
601,224,1,3,1,89
601,224,1,0,1,92
601,224,1,1,1,110
601,224,1,2,1,100
601,224,1,3,1,86
412,224,1,0,1,77
412,224,1,1,1,96
412,224,1,2,1,90
412,224,1,3,1,76
412,224,1,0,1,78
412,224,1,1,1,95
412,224,1,2,1,90
412,224,1,3,1,74
412,224,1,0,1,79
412,224,1,1,1,94
412,224,1,2,1,0
412,224,1,3,1,79
343,251,1,0,1,84
343,251,1,1,1,83
343,251,1,2,1,76
343,251,1,3,1,0
343,251,1,0,1,72
343,251,1,1,1,85
343,251,1,2,1,73
343,251,1,3,1,73
343,251,1,0,1,0
343,251,1,1,1,0
343,251,1,2,1,75
343,251,1,3,1,77
249,244,1,0,1,0
249,244,1,1,1,80
249,244,1,2,1,0
249,244,1,3,1,0
249,244,1,0,1,0
249,244,1,1,1,80
249,244,1,2,1,86
249,244,1,3,1,69
249,244,1,0,1,0
249,244,1,1,1,81
249,244,1,2,1,85
249,244,1,3,1,68
151,196,1,0,1,0
151,196,1,1,1,0
151,196,1,2,1,0
151,196,1,3,1,0
151,196,1,0,1,0
151,196,1,1,1,0
151,196,1,2,1,0
151,196,1,3,1,0
151,196,1,0,1,0
151,196,1,1,1,72
151,196,1,2,1,0
151,196,1,3,1,0
686,97,1,0,1,74
686,97,1,1,1,93
686,97,1,2,1,89
686,97,1,3,1,0
686,97,1,0,1,0
686,97,1,1,1,96
686,97,1,2,1,88
686,97,1,3,1,0
686,97,1,0,1,71
686,97,1,1,1,0
686,97,1,2,1,89
686,97,1,3,1,67
866,149,1,0,1,84
866,149,1,1,1,0
866,149,1,2,1,105
866,149,1,3,1,111
866,149,1,0,1,83
866,149,1,1,1,101
866,149,1,2,1,105
866,149,1,3,1,111
866,149,1,0,1,85
866,149,1,1,1,0
866,149,1,2,1,104
866,149,1,3,1,111
861,67,1,0,1,71
861,67,1,1,1,95
861,67,1,2,1,98
861,67,1,3,1,92
861,67,1,0,1,70
861,67,1,1,1,94
861,67,1,2,1,98
861,67,1,3,1,92
861,67,1,0,1,69
861,67,1,1,1,0
861,67,1,2,1,98
861,67,1,3,1,92
644,158,1,0,1,0
644,158,1,1,1,86
644,158,1,2,1,99
644,158,1,3,1,88
644,158,1,0,1,73
644,158,1,1,1,0
644,158,1,2,1,0
644,158,1,3,1,93
644,158,1,0,1,77
644,158,1,1,1,83
644,158,1,2,1,100
644,158,1,3,1,90
594,108,1,0,1,74
594,108,1,1,1,75
594,108,1,2,1,90
594,108,1,3,1,81
594,108,1,0,1,73
594,108,1,1,1,71
594,108,1,2,1,90
594,108,1,3,1,83
594,108,1,0,1,82
594,108,1,1,1,82
594,108,1,2,1,0
594,108,1,3,1,76
417,102,1,0,1,82
417,102,1,1,1,0
417,102,1,2,1,92
417,102,1,3,1,77
417,102,1,0,1,85
417,102,1,1,1,97
417,102,1,2,1,91
417,102,1,3,1,77
417,102,1,0,1,85
