709,251,2,2,1,73
709,251,2,3,1,73
807,245,2,0,1,72
807,245,2,1,1,53
807,245,2,2,1,44
807,245,2,3,1,52
949,240,2,0,1,72
949,240,2,1,1,54
949,240,2,2,1,81
949,240,2,3,1,92
714,82,2,0,1,22
714,82,2,1,1,0
714,82,2,2,1,48
714,82,2,3,1,0
803,67,2,0,1,0
803,67,2,1,1,23
803,67,2,2,1,46
803,67,2,3,1,0
948,84,2,0,1,0
948,84,2,1,1,47
948,84,2,2,1,68
948,84,2,3,1,0
242,262,1,0,2,99
242,262,1,1,2,94
242,262,1,2,2,113
242,262,1,3,2,105
154,198,1,0,2,99
154,198,1,1,2,109
154,198,1,2,2,128
154,198,1,3,2,128
340,250,1,0,2,63
340,250,1,1,2,50
340,250,1,2,2,68
340,250,1,3,2,102
384,162,1,0,2,85
384,162,1,1,2,50
384,162,1,2,2,71
384,162,1,3,2,52
337,90,1,0,2,79
337,90,1,1,2,47
337,90,1,2,2,94
337,90,1,3,2,85
248,90,1,0,2,73
248,90,1,1,2,58
248,90,1,2,2,92
248,90,1,3,2,99
136,96,1,0,2,101
136,96,1,1,2,96
136,96,1,2,2,69
136,96,1,3,2,104
287,157,1,0,2,87
287,157,1,1,2,32
287,157,1,2,2,89
287,157,1,3,2,90
417,241,1,0,2,77
417,241,1,1,2,75
417,241,1,2,2,94
417,241,1,3,2,90
416,108,1,0,2,47
416,108,1,1,2,77
416,108,1,2,2,48
416,108,1,3,2,72
594,215,1,0,2,84
594,215,1,1,2,0
594,215,1,2,2,86
594,215,1,3,2,90
613,117,1,0,2,23
613,117,1,1,2,0
613,117,1,2,2,0
613,117,1,3,2,48
648,155,1,0,2,0
648,155,1,1,2,0
648,155,1,2,2,49
648,155,1,3,2,23
688,97,1,0,2,0
688,97,1,1,2,0
688,97,1,2,2,0
688,97,1,3,2,0
890,148,1,0,2,0
890,148,1,1,2,0
890,148,1,2,2,0
890,148,1,3,2,0
892,66,1,0,2,0
892,66,1,1,2,0
892,66,1,2,2,0
892,66,1,3,2,0
560,257,1,0,2,75
560,257,1,1,2,0
560,257,1,2,2,0
560,257,1,3,2,80
700,244,1,0,2,0
700,244,1,1,2,0
700,244,1,2,2,24
700,244,1,3,2,0
881,265,1,0,2,0
881,265,1,1,2,0
881,265,1,2,2,45
881,265,1,3,2,0
892,190,1,0,2,0
892,190,1,1,2,0
892,190,1,2,2,0
892,190,1,3,2,0
662,306,1,0,2,0
662,306,1,1,2,0
662,306,1,2,2,48
662,306,1,3,2,45
166,302,1,0,2,94
166,302,1,1,2,78
166,302,1,2,2,80
166,302,1,3,2,53
66,155,1,0,2,91
66,155,1,1,2,75
66,155,1,2,2,104
66,155,1,3,2,91
361,14,1,0,2,0
361,14,1,1,2,0
361,14,1,2,2,23
361,14,1,3,2,23
647,14,1,0,2,0
647,14,1,1,2,0
647,14,1,2,2,0
647,14,1,3,2,0
961,160,1,0,2,0
961,160,1,1,2,0
961,160,1,2,2,0
961,160,1,3,2,0
400,282,2,0,2,23
400,282,2,1,2,0
400,282,2,2,2,0
400,282,2,3,2,0
294,246,2,0,2,81
294,246,2,1,2,0
294,246,2,2,2,72
294,246,2,3,2,79
189,248,2,0,2,22
189,248,2,1,2,23
189,248,2,2,2,45
189,248,2,3,2,50
60,215,2,0,2,88
60,215,2,1,2,79
60,215,2,2,2,81
60,215,2,3,2,90
283,77,2,0,2,0
283,77,2,1,2,0
283,77,2,2,2,22
283,77,2,3,2,0
189,71,2,0,2,51
189,71,2,1,2,0
189,71,2,2,2,45
189,71,2,3,2,70
52,144,2,0,2,71
52,144,2,1,2,70
52,144,2,2,2,75
52,144,2,3,2,89
332,165,2,0,2,0
332,165,2,1,2,0
332,165,2,2,2,0
332,165,2,3,2,0
497,97,2,0,2,0
497,97,2,1,2,0
497,97,2,2,2,0
497,97,2,3,2,0
715,75,2,0,2,0
715,75,2,1,2,0
715,75,2,2,2,0
715,75,2,3,2,0
819,77,2,0,2,0
819,77,2,1,2,0
819,77,2,2,2,0
819,77,2,3,2,0
934,137,2,0,2,0
934,137,2,1,2,0
934,137,2,2,2,0
934,137,2,3,2,0
655,169,2,0,2,0
655,169,2,1,2,0
655,169,2,2,2,0
655,169,2,3,2,0
711,242,2,0,2,0
711,242,2,1,2,0
711,242,2,2,2,0
711,242,2,3,2,0
806,254,2,0,2,0
806,254,2,1,2,0
806,254,2,2,2,0
806,254,2,3,2,0
948,256,2,0,2,0
948,256,2,1,2,0
948,256,2,2,2,0
948,256,2,3,2,0
571,255,1,0,3,101
571,255,1,1,3,58
571,255,1,2,3,89
571,255,1,3,3,111
695,232,1,0,3,100
695,232,1,1,3,23
695,232,1,2,3,96
695,232,1,3,3,101
880,271,1,0,3,68
880,271,1,1,3,0
880,271,1,2,3,69
880,271,1,3,3,71
885,190,1,0,3,70
885,190,1,1,3,68
885,190,1,2,3,66
885,190,1,3,3,45
646,160,1,0,3,48
646,160,1,1,3,31
646,160,1,2,3,31
646,160,1,3,3,66
683,95,1,0,3,23
683,95,1,1,3,0
683,95,1,2,3,0
683,95,1,3,3,77
868,147,1,0,3,0
868,147,1,1,3,45
868,147,1,2,3,67
868,147,1,3,3,71
866,64,1,0,3,44
866,64,1,1,3,0
866,64,1,2,3,48
866,64,1,3,3,0
594,111,1,0,3,80
594,111,1,1,3,58
594,111,1,2,3,105
594,111,1,3,3,98
403,102,1,0,3,102
403,102,1,1,3,103
403,102,1,2,3,52
403,102,1,3,3,96
375,166,1,0,3,62
375,166,1,1,3,31
375,166,1,2,3,91
375,166,1,3,3,102
393,246,1,0,3,26
393,246,1,1,3,34
393,246,1,2,3,83
393,246,1,3,3,70
344,244,1,0,3,53
344,244,1,1,3,29
344,244,1,2,3,55
344,244,1,3,3,70
248,241,1,0,3,83
248,241,1,1,3,48
248,241,1,2,3,44
248,241,1,3,3,74
154,197,1,0,3,49
154,197,1,1,3,51
154,197,1,2,3,22
154,197,1,3,3,44
331,94,1,0,3,54
331,94,1,1,3,47
331,94,1,2,3,69
331,94,1,3,3,55
274,162,1,0,3,22
274,162,1,1,3,70
274,162,1,2,3,48
274,162,1,3,3,22
241,91,1,0,3,85
241,91,1,1,3,48
241,91,1,2,3,69
241,91,1,3,3,22
152,140,1,0,3,70
152,140,1,1,3,46
152,140,1,2,3,22
152,140,1,3,3,22
644,301,1,0,3,79
644,301,1,1,3,0
644,301,1,2,3,50
644,301,1,3,3,52
172,301,1,0,3,45
172,301,1,1,3,46
172,301,1,2,3,0
172,301,1,3,3,22
51,154,1,0,3,22
51,154,1,1,3,21
51,154,1,2,3,0
51,154,1,3,3,0
366,10,1,0,3,44
366,10,1,1,3,25
366,10,1,2,3,47
366,10,1,3,3,73
644,13,1,0,3,75
644,13,1,1,3,0
644,13,1,2,3,22
644,13,1,3,3,22
947,158,1,0,3,0
947,158,1,1,3,0
947,158,1,2,3,22
947,158,1,3,3,0
707,81,2,0,3,46
707,81,2,1,3,73
707,81,2,2,3,68
707,81,2,3,3,106
805,71,2,0,3,23
805,71,2,1,3,24
805,71,2,2,3,27
805,71,2,3,3,92
926,105,2,0,3,46
926,105,2,1,3,21
926,105,2,2,3,46
926,105,2,3,3,0
705,250,2,0,3,46
705,250,2,1,3,52
705,250,2,2,3,51
705,250,2,3,3,98
806,257,2,0,3,59
806,257,2,1,3,24
806,257,2,2,3,44
806,257,2,3,3,30
924,221,2,0,3,45
924,221,2,1,3,49
924,221,2,2,3,26
924,221,2,3,3,86
660,179,2,0,3,61
660,179,2,1,3,67
660,179,2,2,3,58
660,179,2,3,3,68
503,97,2,0,3,116
503,97,2,1,3,54
503,97,2,2,3,70
503,97,2,3,3,118
329,195,2,0,3,90
329,195,2,1,3,110
329,195,2,2,3,104
329,195,2,3,3,82
288,244,2,0,3,74
288,244,2,1,3,36
288,244,2,2,3,57
288,244,2,3,3,65
186,249,2,0,3,28
186,249,2,1,3,24
186,249,2,2,3,53
186,249,2,3,3,47
79,212,2,0,3,87
79,212,2,1,3,32
79,212,2,2,3,0
79,212,2,3,3,53
286,77,2,0,3,33
286,77,2,1,3,40
286,77,2,2,3,73
286,77,2,3,3,70
187,65,2,0,3,26
187,65,2,1,3,65
187,65,2,2,3,0
187,65,2,3,3,63
49,107,2,0,3,46
49,107,2,1,3,57
49,107,2,2,3,53
49,107,2,3,3,48
396,281,2,0,3,39
396,281,2,1,3,32
396,281,2,2,3,34
396,281,2,3,3,77
396,281,2,0,3,123
396,281,2,1,3,91
396,281,2,2,3,92
396,281,2,3,3,80
396,281,2,0,3,90
396,281,2,1,3,99
396,281,2,2,3,99
396,281,2,3,3,65
396,281,2,0,3,60
396,281,2,1,3,30
396,281,2,2,3,56
396,281,2,3,3,82
396,281,2,0,3,60
396,281,2,1,3,29
396,281,2,2,3,63
396,281,2,3,3,24
396,281,2,0,3,57
396,281,2,1,3,29
396,281,2,2,3,62
396,281,2,3,3,26
396,281,2,0,3,54
396,281,2,1,3,59
396,281,2,2,3,31
396,281,2,3,3,27
396,281,2,0,3,62
396,281,2,1,3,0
396,281,2,2,3,0
396,281,2,3,3,78
396,281,2,0,3,30
396,281,2,1,3,27
396,281,2,2,3,63
396,281,2,3,3,60
396,281,2,0,3,67
396,281,2,1,3,31
396,281,2,2,3,63
396,281,2,3,3,82
396,281,2,0,3,52
396,281,2,1,3,48
396,281,2,2,3,57
396,281,2,3,3,58
396,281,2,0,3,25
396,281,2,1,3,23
396,281,2,2,3,45
396,281,2,3,3,50
881,267,1,0,4,0
881,267,1,1,4,0
881,267,1,2,4,0
881,267,1,3,4,69
884,190,1,0,4,68
884,190,1,1,4,44
884,190,1,2,4,67
884,190,1,3,4,72
696,243,1,0,4,72
696,243,1,1,4,22
696,243,1,2,4,68
696,243,1,3,4,78
641,160,1,0,4,55
641,160,1,1,4,34
641,160,1,2,4,59
641,160,1,3,4,56
684,97,1,0,4,52
684,97,1,1,4,53
684,97,1,2,4,76
684,97,1,3,4,77
869,148,1,0,4,51
869,148,1,1,4,0
869,148,1,2,4,68
869,148,1,3,4,45
863,60,1,0,4,24
863,60,1,1,4,0
863,60,1,2,4,25
863,60,1,3,4,22
598,110,1,0,4,100
598,110,1,1,4,106
598,110,1,2,4,100
598,110,1,3,4,91
419,102,1,0,4,87
419,102,1,1,4,100
419,102,1,2,4,68
419,102,1,3,4,86
330,93,1,0,4,51
330,93,1,1,4,84
330,93,1,2,4,22
330,93,1,3,4,67
247,89,1,0,4,70
247,89,1,1,4,44
247,89,1,2,4,67
247,89,1,3,4,71
136,125,1,0,4,22
136,125,1,1,4,44
136,125,1,2,4,0
136,125,1,3,4,0
366,171,1,0,4,27
366,171,1,1,4,34
366,171,1,2,4,32
366,171,1,3,4,32
338,245,1,0,4,58
338,245,1,1,4,89
338,245,1,2,4,73
338,245,1,3,4,70
246,239,1,0,4,22
246,239,1,1,4,73
246,239,1,2,4,67
246,239,1,3,4,44
141,192,1,0,4,0
141,192,1,1,4,0
141,192,1,2,4,69
141,192,1,3,4,67
419,221,1,0,4,93
419,221,1,1,4,103
419,221,1,2,4,50
419,221,1,3,4,80
597,221,1,0,4,96
597,221,1,1,4,96
597,221,1,2,4,24
597,221,1,3,4,95
579,255,1,0,4,101
579,255,1,1,4,45
579,255,1,2,4,77
579,255,1,3,4,67
642,303,1,0,4,58
642,303,1,1,4,52
642,303,1,2,4,72
642,303,1,3,4,73
166,302,1,0,4,47
166,302,1,1,4,23
166,302,1,2,4,45
166,302,1,3,4,45
71,160,1,0,4,0
71,160,1,1,4,0
71,160,1,2,4,0
71,160,1,3,4,0
361,8,1,0,4,67
361,8,1,1,4,47
361,8,1,2,4,76
361,8,1,3,4,0
641,8,1,0,4,71
641,8,1,1,4,78
641,8,1,2,4,74
641,8,1,3,4,70
946,163,1,0,4,0
946,163,1,1,4,0
946,163,1,2,4,46
946,163,1,3,4,22
659,171,2,0,4,85
659,171,2,1,4,92
659,171,2,2,4,78
659,171,2,3,4,75
710,244,2,0,4,97
710,244,2,1,4,72
710,244,2,2,4,93
710,244,2,3,4,107
810,256,2,0,4,85
810,256,2,1,4,85
810,256,2,2,4,92
810,256,2,3,4,101
945,217,2,0,4,76
945,217,2,1,4,72
945,217,2,2,4,85
945,217,2,3,4,93
712,77,2,0,4,109
712,77,2,1,4,99
712,77,2,2,4,114
712,77,2,3,4,124
804,69,2,0,4,33
804,69,2,1,4,34
804,69,2,2,4,32
804,69,2,3,4,37
947,106,2,0,4,95
947,106,2,1,4,86
947,106,2,2,4,92
947,106,2,3,4,95
497,100,2,0,4,113
497,100,2,1,4,110
497,100,2,2,4,103
497,100,2,3,4,93
290,80,2,0,4,95
290,80,2,1,4,103
290,80,2,2,4,88
290,80,2,3,4,73
184,73,2,0,4,75
184,73,2,1,4,92
184,73,2,2,4,68
184,73,2,3,4,76
46,109,2,0,4,67
46,109,2,1,4,21
46,109,2,2,4,70
46,109,2,3,4,69
327,168,2,0,4,103
327,168,2,1,4,95
327,168,2,2,4,94
327,168,2,3,4,101
286,240,2,0,4,93
286,240,2,1,4,96
286,240,2,2,4,76
286,240,2,3,4,81
181,241,2,0,4,81
181,241,2,1,4,90
181,241,2,2,4,77
181,241,2,3,4,72
76,213,2,0,4,68
76,213,2,1,4,72
76,213,2,2,4,76
76,213,2,3,4,69
394,283,2,0,4,70
394,283,2,1,4,83
394,283,2,2,4,74
394,283,2,3,4,94
