451.0,108.0,1.0,0.0,86.0,86.0,82.0,77.0
451.0,108.0,1.0,1.0,84.0,85.0,97.0,75.0
451.0,108.0,1.0,2.0,77.0,81.0,79.0,68.0
451.0,108.0,1.0,3.0,85.0,85.0,101.0,87.0
451.0,108.0,1.0,0.0,86.0,87.0,82.0,77.0
451.0,108.0,1.0,1.0,83.0,83.0,98.0,82.0
451.0,108.0,1.0,2.0,79.0,81.0,76.0,66.0
451.0,108.0,1.0,3.0,85.0,84.0,102.0,90.0
451.0,108.0,1.0,0.0,84.0,85.0,81.0,77.0
451.0,108.0,1.0,1.0,83.0,83.0,98.0,85.0
451.0,108.0,1.0,2.0,79.0,80.0,77.0,62.0
451.0,108.0,1.0,3.0,86.0,83.0,103.0,92.0
387.0,230.0,1.0,0.0,0.0,78.0,0.0,73.0
387.0,230.0,1.0,1.0,83.0,76.0,80.0,81.0
387.0,230.0,1.0,2.0,0.0,74.0,0.0,70.0
387.0,230.0,1.0,3.0,85.0,71.0,85.0,87.0
387.0,230.0,1.0,0.0,0.0,79.0,0.0,71.0
387.0,230.0,1.0,1.0,85.0,75.0,78.0,81.0
387.0,230.0,1.0,2.0,0.0,74.0,0.0,69.0
387.0,230.0,1.0,3.0,85.0,68.0,85.0,87.0
387.0,230.0,1.0,0.0,0.0,78.0,0.0,74.0
387.0,230.0,1.0,1.0,83.0,77.0,80.0,81.0
387.0,230.0,1.0,2.0,0.0,74.0,0.0,70.0
387.0,230.0,1.0,3.0,85.0,71.0,85.0,88.0
258.0,222.0,1.0,0.0,0.0,0.0,64.0,0.0
258.0,222.0,1.0,1.0,74.0,69.0,78.0,0.0
258.0,222.0,1.0,2.0,0.0,0.0,0.0,0.0
258.0,222.0,1.0,3.0,80.0,68.0,82.0,0.0
258.0,222.0,1.0,0.0,0.0,67.0,63.0,0.0
258.0,222.0,1.0,1.0,72.0,0.0,78.0,0.0
258.0,222.0,1.0,2.0,0.0,0.0,0.0,0.0
258.0,222.0,1.0,3.0,76.0,69.0,81.0,0.0
258.0,222.0,1.0,0.0,0.0,68.0,0.0,0.0
258.0,222.0,1.0,1.0,73.0,74.0,77.0,0.0
258.0,222.0,1.0,2.0,0.0,0.0,0.0,0.0
258.0,222.0,1.0,3.0,76.0,68.0,81.0,0.0
395.0,60.0,1.0,0.0,71.0,0.0,74.0,79.0
395.0,60.0,1.0,1.0,0.0,76.0,76.0,82.0
395.0,60.0,1.0,2.0,0.0,68.0,67.0,69.0
395.0,60.0,1.0,3.0,0.0,81.0,79.0,88.0
395.0,60.0,1.0,0.0,71.0,67.0,76.0,80.0
395.0,60.0,1.0,1.0,0.0,77.0,75.0,81.0
395.0,60.0,1.0,2.0,0.0,69.0,68.0,69.0
395.0,60.0,1.0,3.0,0.0,82.0,79.0,86.0
395.0,60.0,1.0,0.0,70.0,68.0,77.0,78.0
395.0,60.0,1.0,1.0,0.0,78.0,76.0,82.0
395.0,60.0,1.0,2.0,0.0,69.0,69.0,71.0
395.0,60.0,1.0,3.0,0.0,82.0,79.0,87.0
287.0,88.0,1.0,0.0,0.0,68.0,65.0,65.0
287.0,88.0,1.0,1.0,0.0,0.0,70.0,72.0
287.0,88.0,1.0,2.0,0.0,69.0,0.0,0.0
287.0,88.0,1.0,3.0,0.0,0.0,75.0,76.0
287.0,88.0,1.0,0.0,0.0,68.0,65.0,65.0
287.0,88.0,1.0,1.0,0.0,0.0,70.0,73.0
287.0,88.0,1.0,2.0,0.0,71.0,0.0,0.0
287.0,88.0,1.0,3.0,0.0,0.0,75.0,75.0
287.0,88.0,1.0,0.0,0.0,68.0,69.0,65.0
287.0,88.0,1.0,1.0,0.0,0.0,66.0,0.0
287.0,88.0,1.0,2.0,0.0,69.0,0.0,0.0
287.0,88.0,1.0,3.0,0.0,0.0,68.0,65.0
196.0,124.0,1.0,0.0,0.0,0.0,0.0,0.0
196.0,124.0,1.0,1.0,0.0,0.0,0.0,68.0
196.0,124.0,1.0,2.0,0.0,0.0,0.0,0.0
196.0,124.0,1.0,3.0,0.0,0.0,0.0,74.0
196.0,124.0,1.0,0.0,0.0,0.0,0.0,66.0
196.0,124.0,1.0,1.0,0.0,0.0,0.0,72.0
196.0,124.0,1.0,2.0,0.0,0.0,0.0,62.0
196.0,124.0,1.0,3.0,0.0,0.0,0.0,79.0
196.0,124.0,1.0,0.0,0.0,0.0,0.0,67.0
196.0,124.0,1.0,1.0,0.0,0.0,0.0,74.0
196.0,124.0,1.0,2.0,0.0,0.0,0.0,0.0
196.0,124.0,1.0,3.0,0.0,0.0,0.0,80.0
309.0,161.0,1.0,0.0,0.0,0.0,70.0,68.0
309.0,161.0,1.0,1.0,0.0,0.0,67.0,79.0
309.0,161.0,1.0,2.0,0.0,0.0,0.0,63.0
309.0,161.0,1.0,3.0,0.0,70.0,62.0,89.0
309.0,161.0,1.0,0.0,0.0,0.0,0.0,72.0
309.0,161.0,1.0,1.0,0.0,0.0,0.0,83.0
309.0,161.0,1.0,2.0,0.0,0.0,0.0,65.0
309.0,161.0,1.0,3.0,70.0,70.0,69.0,89.0
309.0,161.0,1.0,0.0,0.0,70.0,0.0,71.0
309.0,161.0,1.0,1.0,0.0,0.0,0.0,77.0
309.0,161.0,1.0,2.0,0.0,0.0,0.0,66.0
309.0,161.0,1.0,3.0,0.0,0.0,66.0,85.0
615.0,121.0,1.0,0.0,78.0,94.0,0.0,95.0
615.0,121.0,1.0,1.0,92.0,93.0,89.0,79.0
615.0,121.0,1.0,2.0,70.0,87.0,0.0,87.0
615.0,121.0,1.0,3.0,98.0,98.0,94.0,83.0
615.0,121.0,1.0,0.0,78.0,93.0,0.0,95.0
615.0,121.0,1.0,1.0,91.0,94.0,90.0,79.0
615.0,121.0,1.0,2.0,0.0,85.0,0.0,86.0
615.0,121.0,1.0,3.0,96.0,100.0,92.0,84.0
615.0,121.0,1.0,0.0,78.0,94.0,0.0,95.0
615.0,121.0,1.0,1.0,92.0,94.0,89.0,79.0
615.0,121.0,1.0,2.0,70.0,87.0,0.0,87.0
615.0,121.0,1.0,3.0,97.0,99.0,94.0,83.0
705.0,83.0,1.0,0.0,79.0,107.0,79.0,97.0
705.0,83.0,1.0,1.0,77.0,108.0,82.0,78.0
705.0,83.0,1.0,2.0,76.0,99.0,72.0,91.0
705.0,83.0,1.0,3.0,79.0,111.0,88.0,84.0
705.0,83.0,1.0,0.0,82.0,106.0,80.0,97.0
705.0,83.0,1.0,1.0,77.0,108.0,82.0,78.0
705.0,83.0,1.0,2.0,79.0,98.0,72.0,91.0
705.0,83.0,1.0,3.0,78.0,111.0,88.0,85.0
705.0,83.0,1.0,0.0,81.0,106.0,79.0,97.0
705.0,83.0,1.0,1.0,75.0,107.0,83.0,78.0
705.0,83.0,1.0,2.0,75.0,99.0,73.0,91.0
705.0,83.0,1.0,3.0,81.0,110.0,88.0,84.0
800.0,84.0,1.0,0.0,87.0,91.0,64.0,83.0
800.0,84.0,1.0,1.0,82.0,86.0,0.0,0.0
800.0,84.0,1.0,2.0,86.0,86.0,0.0,76.0
800.0,84.0,1.0,3.0,87.0,88.0,0.0,68.0
800.0,84.0,1.0,0.0,87.0,92.0,62.0,83.0
800.0,84.0,1.0,1.0,81.0,87.0,0.0,0.0
800.0,84.0,1.0,2.0,85.0,86.0,0.0,78.0
800.0,84.0,1.0,3.0,87.0,88.0,0.0,69.0
800.0,84.0,1.0,0.0,85.0,91.0,65.0,82.0
800.0,84.0,1.0,1.0,82.0,87.0,0.0,0.0
800.0,84.0,1.0,2.0,83.0,83.0,0.0,76.0
800.0,84.0,1.0,3.0,86.0,89.0,0.0,69.0
925.0,137.0,1.0,0.0,75.0,96.0,0.0,0.0
925.0,137.0,1.0,1.0,86.0,93.0,0.0,0.0
925.0,137.0,1.0,2.0,71.0,91.0,0.0,0.0
925.0,137.0,1.0,3.0,92.0,99.0,0.0,0.0
925.0,137.0,1.0,0.0,74.0,96.0,0.0,0.0
925.0,137.0,1.0,1.0,86.0,95.0,0.0,0.0
925.0,137.0,1.0,2.0,0.0,91.0,0.0,0.0
925.0,137.0,1.0,3.0,93.0,100.0,0.0,0.0
925.0,137.0,1.0,0.0,73.0,95.0,0.0,0.0
925.0,137.0,1.0,1.0,85.0,94.0,0.0,0.0
925.0,137.0,1.0,2.0,69.0,91.0,0.0,0.0
925.0,137.0,1.0,3.0,94.0,100.0,0.0,0.0
644.0,212.0,1.0,0.0,81.0,82.0,82.0,82.0
644.0,212.0,1.0,1.0,73.0,97.0,81.0,83.0
644.0,212.0,1.0,2.0,76.0,75.0,74.0,74.0
644.0,212.0,1.0,3.0,77.0,103.0,89.0,90.0
644.0,212.0,1.0,0.0,78.0,83.0,83.0,81.0
644.0,212.0,1.0,1.0,71.0,98.0,80.0,83.0
644.0,212.0,1.0,2.0,69.0,76.0,76.0,73.0
644.0,212.0,1.0,3.0,74.0,104.0,90.0,90.0
644.0,212.0,1.0,0.0,80.0,83.0,84.0,80.0
644.0,212.0,1.0,1.0,72.0,98.0,82.0,82.0
644.0,212.0,1.0,2.0,0.0,76.0,76.0,72.0
644.0,212.0,1.0,3.0,76.0,104.0,90.0,90.0
506.0,209.0,1.0,0.0,69.0,83.0,77.0,91.0
506.0,209.0,1.0,1.0,76.0,85.0,91.0,68.0
506.0,209.0,1.0,2.0,0.0,78.0,69.0,83.0
506.0,209.0,1.0,3.0,82.0,90.0,96.0,71.0
506.0,209.0,1.0,0.0,0.0,83.0,77.0,92.0
506.0,209.0,1.0,1.0,79.0,85.0,90.0,71.0
506.0,209.0,1.0,2.0,0.0,80.0,69.0,83.0
506.0,209.0,1.0,3.0,84.0,90.0,95.0,72.0
506.0,209.0,1.0,0.0,0.0,84.0,76.0,92.0
506.0,209.0,1.0,1.0,77.0,85.0,90.0,70.0
506.0,209.0,1.0,2.0,0.0,80.0,67.0,84.0
506.0,209.0,1.0,3.0,82.0,91.0,95.0,75.0
798.0,206.0,1.0,0.0,120.0,85.0,71.0,74.0
798.0,206.0,1.0,1.0,98.0,104.0,67.0,0.0
